objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.8012585,2.022576989,23.49458,23.99053,-0.4959431,22.61695,22.96169,21.60291,-0.34474,1.35878
1.24E+18,229.8002683,2.022494088,24.65609,24.9742,-0.3181057,22.64886,24.49656,21.78303,-1.8477,2.71353
1.24E+18,229.8005599,2.030252337,19.32931,18.34758,0.9817257,18.02077,17.91193,17.92676,0.10884,-0.01483
1.24E+18,229.8035831,2.082984074,20.66411,19.64953,1.014578,19.31891,19.24591,19.18153,0.073,0.06438
1.24E+18,229.8058577,2.08316456,20.96642,19.89705,1.069376,19.53324,19.41562,19.26657,0.11762,0.14905
1.24E+18,229.806654,2.08431733,23.55885,22.09838,1.46047,21.23607,20.79118,20.57485,0.44489,0.21633
1.24E+18,229.8024057,2.082744658,23.85173,23.52117,0.3305664,23.34155,22.23656,21.34306,1.10499,0.8935
1.24E+18,229.8009233,1.991330713,20.95829,20.0421,0.9161892,19.60835,19.52176,19.38113,0.08659,0.14063
1.24E+18,229.7996977,1.991795872,23.85414,22.39135,1.462782,21.61037,21.09076,21.18738,0.51961,-0.09662
1.24E+18,229.8054236,2.063556114,19.74169,18.78675,0.9549427,18.44059,18.36057,18.33222,0.08002,0.02835
1.24E+18,229.8056416,2.062359551,25.30218,23.03526,2.266922,24.88468,23.79801,22.40306,1.08667,1.39495
1.24E+18,229.8071963,2.062459203,23.86097,23.06921,0.7917595,22.95805,23.07831,22.32513,-0.12026,0.75318
1.24E+18,229.8052985,2.053203003,21.17493,20.01342,1.161505,19.62969,19.51843,19.41582,0.11126,0.10261
1.24E+18,229.8043123,2.01687745,19.22894,18.2082,1.020735,17.83004,17.69626,17.61394,0.13378,0.08232
1.24E+18,229.8031513,2.015306346,25.6094,23.86104,1.748358,21.98214,21.89122,21.52834,0.09092,0.36288
1.24E+18,229.8053387,2.046068637,21.0766,20.06761,1.008986,19.6928,19.58345,19.32692,0.10935,0.25653
1.24E+18,229.8045963,2.049574379,21.46481,20.35242,1.112396,19.98583,19.84533,19.83292,0.1405,0.01241
1.24E+18,229.8045684,2.047433734,21.53491,20.53501,0.9999027,20.117,19.92405,19.99352,0.19295,-0.06947
1.24E+18,229.8005602,2.050066534,22.90607,22.06529,0.8407803,21.35659,20.97695,21.4913,0.37964,-0.51435
1.24E+18,229.8009623,2.047291788,24.08358,21.97358,2.109997,21.27289,20.95756,21.25022,0.31533,-0.29266
1.24E+18,229.8007003,2.048204189,23.91307,21.88919,2.023874,21.28076,21.15616,20.67813,0.1246,0.47803
1.24E+18,229.8018162,2.04773782,23.96865,22.55045,1.4182,21.52518,21.24973,21.53862,0.27545,-0.28889
1.24E+18,229.8024179,2.049451908,23.71556,24.22232,-0.5067635,22.48725,21.96149,22.08402,0.52576,-0.12253
1.24E+18,229.804457,2.050971467,24.45306,24.87958,-0.4265251,23.78832,21.99848,22.07704,1.78984,-0.07856
1.24E+18,229.8031145,2.048259111,24.86925,24.87518,-0.005931854,24.31607,22.19809,23.23206,2.11798,-1.03397
1.24E+18,229.806208,2.011350172,21.00888,19.96679,1.042089,19.56121,19.41859,19.38086,0.14262,0.03773
1.24E+18,229.8072134,2.011081016,24.42898,23.31746,1.111526,22.30508,21.89568,21.37095,0.4094,0.52473
1.24E+18,229.8081221,2.024437288,20.55057,19.52858,1.021996,19.20051,19.10256,19.4245,0.09795,-0.32194
1.24E+18,229.8081153,2.026635885,22.39648,21.10121,1.295269,20.60279,20.36149,20.25244,0.2413,0.10905
1.24E+18,229.8106179,2.077432986,19.62389,18.71558,0.9083118,18.43138,18.34582,18.38686,0.08556,-0.04104
1.24E+18,229.8117019,2.075508861,23.50381,21.83834,1.665464,20.52881,19.45349,18.86543,1.07532,0.58806
1.24E+18,229.8104423,2.075894046,22.23179,20.79796,1.433826,20.29289,20.12511,20.19508,0.16778,-0.06997
1.24E+18,229.8122957,2.075858112,22.06697,21.01948,1.047483,20.53312,20.40723,20.14457,0.12589,0.26266
1.24E+18,229.8088727,2.077417022,23.99785,21.98584,2.012011,21.23376,20.95576,21.91446,0.278,-0.9587
1.24E+18,229.8088143,2.000632503,20.2009,19.20967,0.9912224,18.88181,18.77156,18.7461,0.11025,0.02546
1.24E+18,229.8075429,2.001098287,25.13353,24.99135,0.1421757,22.71312,22.23386,21.87733,0.47926,0.35653
1.24E+18,229.8092792,2.010751268,19.88381,18.95971,0.9240971,18.65113,18.52294,18.47821,0.12819,0.04473
1.24E+18,229.8094987,2.013935231,21.07696,20.06056,1.016399,19.72773,19.52968,19.43747,0.19805,0.09221
1.24E+18,229.8117225,2.072965314,20.92514,19.82167,1.103468,19.44642,19.33414,19.29677,0.11228,0.03737
1.24E+18,229.8111591,2.050292298,21.86255,19.86339,1.999159,19.04786,18.75452,18.5722,0.29334,0.18232
1.24E+18,229.8093676,2.051470868,22.35287,21.08088,1.271992,20.53025,20.42145,20.34638,0.1088,0.07507
1.24E+18,229.809323,2.052059746,23.32776,22.43285,0.8949146,21.55909,21.41187,21.9528,0.14722,-0.54093
1.24E+18,229.8111609,2.03354794,20.46624,19.48257,0.9836769,19.17482,19.06936,19.14576,0.10546,-0.0764
1.24E+18,229.8111546,2.031883226,20.33156,19.4049,0.9266644,19.07282,18.95232,18.88602,0.1205,0.0663
1.24E+18,229.8132127,2.03299656,21.36987,20.25867,1.111195,19.84201,19.7197,19.64417,0.12231,0.07553
1.24E+18,229.8106268,2.003222539,19.45272,18.52125,0.9314728,18.24165,18.10784,18.12222,0.13381,-0.01438
1.24E+18,229.8141552,2.057927494,20.4913,19.51537,0.975935,19.18951,19.07185,19.04554,0.11766,0.02631
1.24E+18,229.814308,2.056864855,25.32758,24.33174,0.9958439,22.53271,22.23424,22.19014,0.29847,0.0441
1.24E+18,229.8155816,2.044749919,19.8085,18.84487,0.9636269,18.545,18.45509,18.35589,0.08991,0.0992
1.24E+18,229.8165019,2.059266804,20.58457,19.72646,0.8581181,19.3851,19.2706,19.3553,0.1145,-0.0847
1.24E+18,229.817897,2.051712762,19.91746,18.89258,1.024876,18.58826,18.51893,18.47366,0.06933,0.04527
1.24E+18,229.8161873,2.047500084,21.06589,20.11609,0.9497967,19.71073,19.57023,19.54537,0.1405,0.02486
1.24E+18,229.8184229,2.050948636,24.12244,21.68594,2.436504,21.1105,20.98106,21.12,0.12944,-0.13894
1.24E+18,229.817973,2.049906245,23.96911,22.40843,1.56068,21.51151,21.12251,21.39454,0.389,-0.27203
1.24E+18,229.8187923,2.052831885,24.72889,22.33551,2.393381,21.27831,21.16357,21.27257,0.11474,-0.109
1.24E+18,229.8193128,2.049577736,25.28679,22.8142,2.472584,21.88085,21.53489,21.93297,0.34596,-0.39808
1.24E+18,229.8188727,2.048812177,25.00846,22.79948,2.208977,21.86924,21.58371,21.80218,0.28553,-0.21847
1.24E+18,229.8185823,2.04771906,23.99413,23.94987,0.0442524,22.64379,22.46111,21.26488,0.18268,1.19623
1.24E+18,229.8149847,2.050691453,24.94349,24.5292,0.4142952,22.6833,22.52859,21.72576,0.15471,0.80283
1.24E+18,229.818583,2.027870142,23.20971,21.80196,1.407747,21.25822,20.96325,20.9322,0.29497,0.03105
1.24E+18,229.7747046,1.989272877,23.74889,20.76999,2.978905,19.29607,18.29249,17.77194,1.00358,0.52055
1.24E+18,229.7743344,1.991089014,25.24542,24.02466,1.220755,22.55533,21.86599,21.3821,0.68934,0.48389
1.24E+18,229.7821713,2.100839987,21.92457,21.05615,0.8684177,20.56619,20.29316,20.48212,0.27303,-0.18896
1.24E+18,229.7818853,2.100004346,22.13998,21.04908,1.090904,20.55928,20.33459,20.5221,0.22469,-0.18751
1.24E+18,229.7814867,2.100451316,22.55818,21.23538,1.322798,20.80628,20.55732,20.18588,0.24896,0.37144
1.24E+18,229.7838151,2.099783529,23.04679,22.20875,0.8380413,21.75304,21.52117,20.63475,0.23187,0.88642
1.24E+18,229.8168722,2.015658903,23.18205,20.36085,2.821203,19.08429,18.59828,18.30668,0.48601,0.2916
1.24E+18,229.7740429,2.108962007,21.59067,20.40096,1.189714,20.03573,19.9032,19.79716,0.13253,0.10604
1.24E+18,229.7751982,2.108597914,22.85253,21.31145,1.54108,20.78083,20.5528,20.33171,0.22803,0.22109
1.24E+18,229.7754518,2.105257229,21.5415,20.48382,1.057676,19.98597,19.82777,19.52347,0.1582,0.3043
1.24E+18,229.7764658,2.021841934,21.61291,20.48536,1.127552,20.00774,19.88079,19.96469,0.12695,-0.0839
1.24E+18,229.7778633,2.021691099,25.43138,22.0686,3.362783,21.40099,21.13604,20.88417,0.26495,0.25187
1.24E+18,229.7775369,2.03904889,21.72782,20.66602,1.061802,20.2243,20.07068,20.03931,0.15362,0.03137
1.24E+18,229.7778993,2.002248067,21.1699,20.16199,1.007912,19.7636,19.6206,19.58357,0.143,0.03703
1.24E+18,229.7841624,2.009039067,22.0212,20.57259,1.448612,20.06664,19.94774,19.75663,0.1189,0.19111
1.24E+18,229.7847183,1.993185563,21.27107,20.55009,0.7209816,20.22872,20.15562,20.15992,0.0731,-0.0043
1.24E+18,229.7857197,1.994477793,24.82697,22.56778,2.259192,21.58519,21.61187,21.04504,-0.02668,0.56683
1.24E+18,229.7886914,2.050764258,21.84757,20.75438,1.093189,20.1956,20.04712,19.76117,0.14848,0.28595
1.24E+18,229.7895942,2.04871698,22.39005,21.04396,1.346088,20.48293,20.23598,20.27384,0.24695,-0.03786
1.24E+18,229.7885307,2.049062471,23.95048,23.16554,0.7849388,22.18182,21.76353,21.85603,0.41829,-0.0925
1.24E+18,229.7927071,2.080036838,21.99881,21.24448,0.7543259,20.93485,20.88682,20.90367,0.04803,-0.01685
1.24E+18,229.7948316,2.047419117,22.13418,21.33561,0.7985687,20.71909,20.58951,21.08789,0.12958,-0.49838
1.24E+18,229.793282,2.047499387,22.40586,21.33809,1.067768,20.78556,20.51484,20.33004,0.27072,0.1848
1.24E+18,229.7960215,2.075410115,21.7129,20.42546,1.287443,19.96465,19.837,19.86184,0.12765,-0.02484
1.24E+18,229.797336,2.076908212,22.57253,20.96631,1.606226,20.50167,20.2557,19.86755,0.24597,0.38815
1.24E+18,229.7945774,2.076805513,22.98531,22.12636,0.8589516,21.34172,21.36449,20.58157,-0.02277,0.78292
1.24E+18,229.7951047,2.08058793,25.51595,22.56572,2.95023,21.62571,22.01139,20.44214,-0.38568,1.56925
1.24E+18,229.7948519,2.078669511,24.72587,22.39718,2.328691,21.74344,21.35316,21.30653,0.39028,0.04663
1.24E+18,229.7959469,2.077958589,24.74215,24.69457,0.04757309,22.0364,21.89197,22.11208,0.14443,-0.22011
1.24E+18,229.7951051,2.011865284,21.52355,20.44552,1.078026,19.96173,19.82219,19.89664,0.13954,-0.07445
1.24E+18,229.7967538,2.06363099,21.4455,20.365,1.080502,19.97833,19.87156,19.87175,0.10677,-0.00019
1.24E+18,229.7948518,2.024669443,21.51377,20.35162,1.162146,19.82636,19.61387,19.49691,0.21249,0.11696
1.24E+18,229.7961946,2.02513055,21.72859,20.61314,1.115444,20.14568,19.94561,19.81763,0.20007,0.12798
1.24E+18,229.7951747,2.026344214,26.15455,21.99319,4.161356,21.3596,20.99725,21.06666,0.36235,-0.06941
1.24E+18,229.7954239,2.022773958,25.06813,24.18623,0.8819008,23.51566,21.27275,20.257,2.24291,1.01575
1.24E+18,229.7941695,2.023206589,23.61449,22.28822,1.326269,21.46511,21.27461,20.57392,0.1905,0.70069
1.24E+18,229.7998514,2.081572417,21.36262,20.35432,1.008307,19.95725,19.80459,19.7761,0.15266,0.02849
1.24E+18,229.7984175,2.08292926,21.32608,20.42268,0.9034004,19.98337,19.8561,19.77136,0.12727,0.08474
1.24E+18,229.799366,2.088983078,21.89946,20.76135,1.138102,20.2915,20.12576,19.98592,0.16574,0.13984
1.24E+18,229.7992474,2.090451867,24.30411,22.75182,1.55229,21.71688,21.25271,21.12733,0.46417,0.12538
1.24E+18,229.7994853,2.0269645,21.50229,20.38262,1.119667,19.80938,19.65424,19.58883,0.15514,0.06541
1.24E+18,229.8004324,2.027456081,24.17653,21.8511,2.325434,21.22756,20.76323,20.62275,0.46433,0.14048
1.24E+18,229.8013487,2.065208549,22.06204,20.85932,1.202717,20.38095,20.12503,20.30446,0.25592,-0.17943
1.24E+18,229.8031491,2.064158316,23.89859,23.01811,0.8804817,21.93115,21.51119,21.00254,0.41996,0.50865
1.24E+18,229.8032257,2.06033373,24.19344,22.90059,1.292852,21.93683,21.67689,22.17448,0.25994,-0.49759
1.24E+18,229.803107,2.094715271,21.02069,20.04992,0.9707699,19.69233,19.55449,19.62004,0.13784,-0.06555
1.24E+18,229.8045642,2.096381009,22.01432,20.74322,1.271099,20.23628,20.12185,20.32765,0.11443,-0.2058
1.24E+18,229.8044725,2.086195725,21.36395,20.16947,1.194479,19.81346,19.64111,19.45398,0.17235,0.18713
1.24E+18,229.8036278,1.993127106,21.64237,20.30004,1.342329,19.85899,19.67874,19.78085,0.18025,-0.10211
1.24E+18,229.8038905,1.987896444,22.20086,26.14636,-3.945505,25.65469,23.92721,23.89415,1.72748,0.03306
1.24E+18,229.8093717,2.08857812,21.41459,20.28781,1.126781,19.90202,19.74381,19.74023,0.15821,0.00358
1.24E+18,229.8099332,2.087790267,24.55039,21.73791,2.812479,21.15662,20.87767,20.79922,0.27895,0.07845
1.24E+18,229.8085936,2.006236096,21.86109,20.57261,1.288479,20.08494,19.96649,19.96528,0.11845,0.00121
1.24E+18,229.8070725,2.006337979,23.48045,21.16496,2.315489,20.57419,20.39522,20.09728,0.17897,0.29794
1.24E+18,229.8058721,2.005810784,23.7836,22.49459,1.289001,21.5069,21.12049,20.85164,0.38641,0.26885
1.24E+18,229.8049984,2.005555692,24.61764,22.68746,1.930178,21.72937,21.37309,21.4699,0.35628,-0.09681
1.24E+18,229.8103261,2.05635644,22.10061,21.22104,0.8795738,20.64958,20.4996,20.29312,0.14998,0.20648
1.24E+18,229.8116618,2.05557381,24.05408,21.81007,2.244009,20.9718,20.68681,20.37438,0.28499,0.31243
1.24E+18,229.8111615,2.060784046,21.73786,20.6015,1.136353,20.11414,19.93733,19.59699,0.17681,0.34034
1.24E+18,229.8141573,2.041279225,21.50574,20.34564,1.160095,20.10979,19.85628,19.60455,0.25351,0.25173
1.24E+18,229.8192748,2.043406834,21.40187,20.32628,1.075592,19.89973,19.79772,19.62109,0.10201,0.17663
1.24E+18,229.8191045,2.041353557,21.8127,20.54217,1.270535,20.0063,19.88127,19.80316,0.12503,0.07811
1.24E+18,229.8182778,2.042057819,24.10021,23.91979,0.1804161,22.28828,21.62112,22.13224,0.66716,-0.51112
1.24E+18,229.7453576,2.00328418,25.51228,23.74998,1.762299,21.60392,21.34227,21.63193,0.26165,-0.28966
1.24E+18,229.7437149,2.003454252,25.44133,25.16475,0.2765846,22.55572,22.13913,22.36612,0.41659,-0.22699
1.24E+18,229.7445947,2.002810523,24.62655,24.04129,0.5852566,22.9611,23.04377,21.90306,-0.08267,1.14071
1.24E+18,229.7436308,2.002526116,23.04441,21.89339,1.15102,20.96693,20.90202,21.50564,0.06491,-0.60362
1.24E+18,229.7494274,2.008405014,24.21332,22.93147,1.281849,22.20869,21.59148,21.19617,0.61721,0.39531
1.24E+18,229.7492125,2.007982474,23.29799,23.54658,-0.2485943,21.84788,21.65288,21.92632,0.195,-0.27344
1.24E+18,229.7502927,2.029661879,24.48158,22.77565,1.705927,21.7736,21.25328,21.31596,0.52032,-0.06268
1.24E+18,229.7547264,2.140813245,25.21082,21.45039,3.760433,20.20352,19.41802,19.01506,0.7855,0.40296
1.24E+18,229.7549179,2.139183194,22.81261,21.01,1.802614,20.55348,20.3887,20.01605,0.16478,0.37265
1.24E+18,229.7559615,2.140164913,23.0902,22.87821,0.2119904,22.0023,21.56265,22.18764,0.43965,-0.62499
1.24E+18,229.751704,1.995106775,25.14865,23.09803,2.050613,21.89688,21.4715,20.97758,0.42538,0.49392
1.24E+18,229.7527537,2.01281745,23.63595,21.29741,2.338543,20.71019,20.41578,20.46526,0.29441,-0.04948
1.24E+18,229.7537318,1.988410855,22.36477,21.23849,1.126286,20.49386,20.40596,20.0164,0.0879,0.38956
1.24E+18,229.7544532,2.014759742,23.89214,22.80583,1.086309,21.73677,21.33085,21.36062,0.40592,-0.02977
1.24E+18,229.7565243,2.017505082,22.1342,21.1331,1.001102,20.47768,20.27859,20.27787,0.19909,0.00072
1.24E+18,229.758201,2.016976188,24.71771,24.00315,0.7145634,22.89253,22.0223,21.65804,0.87023,0.36426
1.24E+18,229.7563404,1.994547129,22.50671,21.93367,0.5730381,21.11815,20.90118,20.62454,0.21697,0.27664
1.24E+18,229.7570489,1.997747769,22.60521,21.17402,1.431192,20.53363,20.44113,20.4154,0.0925,0.02573
1.24E+18,229.756664,1.998338732,24.12515,23.98386,0.1412907,22.14982,21.65406,21.19146,0.49576,0.4626
1.24E+18,229.7561262,1.996546161,24.88478,23.02967,1.85511,22.01918,21.59525,21.39985,0.42393,0.1954
1.24E+18,229.7560686,1.998687486,22.81526,21.35099,1.46427,20.7208,20.52774,20.4903,0.19306,0.03744
1.24E+18,229.7571759,2.01310544,25.05673,22.32033,2.736399,21.45753,21.07837,20.40347,0.37916,0.6749
1.24E+18,229.7574588,2.011657426,23.83621,22.5306,1.305613,21.51708,21.21278,21.1227,0.3043,0.09008
1.24E+18,229.7593247,2.022467284,24.77331,23.13369,1.639616,22.18881,21.84653,22.15618,0.34228,-0.30965
1.24E+18,229.7585413,2.02377675,25.17126,23.21682,1.954437,22.46178,21.92405,23.78344,0.53773,-1.85939
1.24E+18,229.7576801,1.988025303,25.57497,24.08891,1.486059,22.67697,21.82997,21.34335,0.847,0.48662
1.24E+18,229.7593501,2.034688585,25.60161,22.82087,2.780733,21.64871,21.23474,21.15477,0.41397,0.07997
1.24E+18,229.7593018,2.004718184,23.40174,21.60062,1.801111,20.79784,20.60426,20.29137,0.19358,0.31289
1.24E+18,229.7574991,2.005244857,23.73957,22.02509,1.714483,21.25714,21.03786,21.20806,0.21928,-0.1702
1.24E+18,229.7577985,2.006917521,24.66958,23.6303,1.039284,22.05125,21.64554,21.86534,0.40571,-0.2198
1.24E+18,229.7613424,2.006980911,23.54252,22.24372,1.2988,21.5254,20.89455,21.13469,0.63085,-0.24014
1.24E+18,229.76236,2.017989327,25.56905,22.59312,2.975935,21.7204,21.29559,21.18611,0.42481,0.10948
1.24E+18,229.7621524,1.988622997,25.24818,23.20507,2.043116,22.35583,21.77571,21.71687,0.58012,0.05884
1.24E+18,229.771007,2.039776229,24.11747,22.89778,1.21969,21.80599,21.51637,22.18836,0.28962,-0.67199
1.24E+18,229.7718585,2.039345441,24.8384,24.96531,-0.1269093,23.37813,22.13193,22.01324,1.2462,0.11869
1.24E+18,229.772144,2.036831429,23.09501,22.1471,0.947916,21.25345,20.83705,20.56627,0.4164,0.27078
1.24E+18,229.7728693,2.046212043,23.46434,21.58846,1.875879,20.9691,20.65706,20.79307,0.31204,-0.13601
1.24E+18,229.7730454,2.025014766,23.10402,21.70428,1.399748,20.98439,20.81504,20.45725,0.16935,0.35779
1.24E+18,229.7756771,2.027080643,24.10274,23.1666,0.9361343,21.76111,21.52257,22.41011,0.23854,-0.88754
1.24E+18,229.7741906,2.026587533,24.33503,23.07361,1.261417,21.9488,21.82881,21.46296,0.11999,0.36585
1.24E+18,229.7789209,2.124777364,23.11814,22.40084,0.717308,21.59833,21.42594,20.92123,0.17239,0.50471
1.24E+18,229.7764851,2.03544073,25.67068,22.32588,3.344803,21.48031,21.05026,20.97139,0.43005,0.07887
1.24E+18,229.7755501,1.992658774,22.75361,21.26707,1.486538,20.6231,20.46255,20.60381,0.16055,-0.14126
1.24E+18,229.7781119,2.03398329,23.70032,22.00743,1.69289,21.50604,21.04582,20.80089,0.46022,0.24493
1.24E+18,229.7786972,2.034285431,23.98324,22.80271,1.180529,21.90957,21.69474,20.84083,0.21483,0.85391
1.24E+18,229.7828315,2.111003604,25.19913,22.0897,3.109436,21.37017,21.15806,21.31408,0.21211,-0.15602
1.24E+18,229.780301,2.022488457,24.77147,22.45738,2.314083,21.43898,21.18132,21.09147,0.25766,0.08985
1.24E+18,229.7791515,2.023768391,24.93444,22.84608,2.088362,21.93823,21.63969,20.90999,0.29854,0.7297
1.24E+18,229.7810023,2.002904349,24.10812,23.35518,0.7529411,22.24353,21.6826,22.95926,0.56093,-1.27666
1.24E+18,229.7799623,2.001838386,24.34535,23.00896,1.336384,22.2292,21.9101,20.8375,0.3191,1.0726
1.24E+18,229.7809679,2.001735388,25.44976,24.00358,1.446182,22.81202,24.20304,22.28174,-1.39102,1.9213
1.24E+18,229.7802926,2.015439186,24.8258,23.58972,1.23608,21.97912,20.19732,19.49742,1.7818,0.6999
1.24E+18,229.7812553,2.016292237,22.30917,21.02434,1.284832,20.49315,20.26429,20.10455,0.22886,0.15974
1.24E+18,229.7821673,2.042072452,25.27858,23.01221,2.266367,21.95936,21.52319,20.79266,0.43617,0.73053
1.24E+18,229.7816502,1.987653258,23.01341,21.55447,1.458941,20.78788,20.68639,20.46159,0.10149,0.2248
1.24E+18,229.7813432,1.989466427,26.40581,25.09717,1.308638,22.62474,22.64969,21.73503,-0.02495,0.91466
1.24E+18,229.7838904,2.015717001,23.8646,22.04044,1.824156,21.26572,20.90251,21.22572,0.36321,-0.32321
1.24E+18,229.7870463,2.121420324,23.8301,22.09207,1.738022,21.25863,20.99059,21.16965,0.26804,-0.17906
1.24E+18,229.7834723,1.997364915,22.87264,22.08072,0.7919178,21.19774,20.84242,20.87512,0.35532,-0.0327
1.24E+18,229.7852918,2.018810038,24.3596,22.68814,1.671463,21.76492,21.43853,21.50665,0.32639,-0.06812
1.24E+18,229.7886833,2.107348664,23.29801,22.69688,0.6011295,21.56689,21.31134,21.29726,0.25555,0.01408
1.24E+18,229.7856846,1.996316449,24.51519,22.47388,2.041315,21.61138,21.26545,21.30185,0.34593,-0.0364
1.24E+18,229.7872403,2.020918622,25.91502,22.2069,3.70812,20.94896,20.59146,20.1597,0.3575,0.43176
1.24E+18,229.7869138,2.007607105,23.69608,22.87399,0.8220901,22.18349,21.47625,20.94573,0.70724,0.53052
1.24E+18,229.7907107,2.109950263,24.73284,22.66578,2.067059,21.87887,21.40165,20.71824,0.47722,0.68341
1.24E+18,229.7894489,2.061635009,24.74994,21.70308,3.046856,21.00637,20.74852,20.56258,0.25785,0.18594
1.24E+18,229.7889978,2.028493635,22.30956,21.10261,1.206947,20.58138,20.40692,20.1463,0.17446,0.26062
1.24E+18,229.7909695,2.072023077,22.85476,21.33727,1.517496,20.75852,20.68684,20.28155,0.07168,0.40529
1.24E+18,229.7886785,1.99221726,23.37442,22.08131,1.29311,21.30495,20.97707,21.78727,0.32788,-0.8102
1.24E+18,229.7909882,2.064905783,25.15042,22.44461,2.705818,21.58445,21.08333,20.66936,0.50112,0.41397
1.24E+18,229.7913542,1.988094845,22.88523,21.36412,1.521114,20.65412,20.46321,20.51895,0.19091,-0.05574
1.24E+18,229.7931222,2.032763195,25.16656,22.36899,2.797573,20.81771,19.89668,19.34297,0.92103,0.55371
1.24E+18,229.7931885,2.028602894,24.72053,23.61109,1.109444,22.07825,21.57166,21.33008,0.50659,0.24158
1.24E+18,229.7927819,2.029781072,22.813,22.26563,0.547369,21.75401,21.61858,21.75412,0.13543,-0.13554
1.24E+18,229.7913837,2.031270832,25.58247,24.25732,1.325151,22.56344,22.34396,22.78969,0.21948,-0.44573
1.24E+18,229.7921633,2.029959701,24.13079,24.7162,-0.5854073,22.59696,22.07943,21.51704,0.51753,0.56239
1.24E+18,229.7911758,2.010687699,23.70226,21.7128,1.989464,20.97861,20.67338,20.58313,0.30523,0.09025
1.24E+18,229.7927472,2.010918521,24.91058,23.74514,1.165447,22.20756,21.79618,20.85892,0.41138,0.93726
1.24E+18,229.7930864,1.992022092,22.9416,21.89353,1.048071,21.24542,20.97409,20.6789,0.27133,0.29519
1.24E+18,229.7928939,1.990144057,25.28949,21.97261,3.316877,21.28699,21.00792,20.39342,0.27907,0.6145
1.24E+18,229.7940084,2.004021725,24.18817,24.17731,0.01085854,22.38706,22.88909,22.00709,-0.50203,0.882
1.24E+18,229.7968776,2.087353576,22.61504,20.53166,2.083376,20.05985,19.93019,19.62332,0.12966,0.30687
1.24E+18,229.795864,2.034981381,23.93102,22.48287,1.448147,21.561,21.25052,20.94031,0.31048,0.31021
1.24E+18,229.7962674,2.032775256,26.05577,22.70999,3.345783,21.82783,21.52372,21.60038,0.30411,-0.07666
1.24E+18,229.7993588,2.09669129,22.5711,21.13864,1.432461,20.62369,20.44166,20.2841,0.18203,0.15756
1.24E+18,229.7997113,2.095595242,24.38472,24.18991,0.1948071,23.47701,22.02216,21.98747,1.45485,0.03469
1.24E+18,229.7980436,2.03160971,26.25004,21.98913,4.260908,21.03196,20.77104,21.02086,0.26092,-0.24982
1.24E+18,229.7992569,2.054861852,23.67295,21.58497,2.087984,21.02186,20.80282,20.88441,0.21904,-0.08159
1.24E+18,229.7986427,2.05485708,25.12304,23.289,1.834034,21.7841,21.50598,22.41817,0.27812,-0.91219
1.24E+18,229.7993039,2.070429472,24.40338,23.15572,1.247663,22.36026,21.65534,21.39799,0.70492,0.25735
1.24E+18,229.8001734,2.069920457,25.02275,26.01787,-0.995121,22.63521,22.86562,23.48925,-0.23041,-0.62363
1.24E+18,229.7993763,2.061449035,22.81435,21.73665,1.077698,21.11353,20.84484,20.64254,0.26869,0.2023
1.24E+18,229.798453,2.060492208,24.33139,22.43888,1.892508,21.75645,21.40168,22.30589,0.35477,-0.90421
1.24E+18,229.8004327,2.060057705,23.7175,24.03892,-0.3214169,22.60826,21.97614,21.93955,0.63212,0.03659
1.24E+18,229.7990001,2.059890189,23.87933,25.03286,-1.153534,22.32277,22.24168,22.61157,0.08109,-0.36989
1.24E+18,229.8002958,2.075899836,23.28708,21.96383,1.323246,21.19899,20.99114,20.73598,0.20785,0.25516
1.24E+18,229.8004031,2.074749341,24.47781,22.61666,1.861149,21.76308,21.2255,21.8235,0.53758,-0.598
1.24E+18,229.8020338,2.100092954,22.5549,21.08272,1.472178,20.48149,20.38474,20.09533,0.09675,0.28941
1.24E+18,229.7999251,2.000923501,22.85977,24.66397,-1.804209,23.31989,22.14705,21.94213,1.17284,0.20492
1.24E+18,229.8024039,2.085439921,25.30483,22.90193,2.402901,22.00079,21.49706,21.07165,0.50373,0.42541
1.24E+18,229.8027159,2.056155323,22.44019,21.73069,0.7094975,21.28911,20.91267,20.54615,0.37644,0.36652
1.24E+18,229.8043264,2.057120832,24.4493,23.70292,0.7463818,21.99793,21.45462,21.43788,0.54331,0.01674
1.24E+18,229.8030975,2.028609347,25.34369,22.79144,2.552256,21.65459,20.33832,19.6532,1.31627,0.68512
1.24E+18,229.8027801,2.029159887,25.95115,22.82794,3.123215,22.27545,21.9928,22.0602,0.28265,-0.0674
1.24E+18,229.8044749,2.100064148,22.89141,21.38844,1.502972,20.85944,20.6511,20.46902,0.20834,0.18208
1.24E+18,229.8034982,2.032468949,22.85128,21.12855,1.722727,20.54652,20.36917,20.01749,0.17735,0.35168
1.24E+18,229.8054847,2.042592999,22.77162,21.6451,1.12652,20.95854,20.91969,20.34302,0.03885,0.57667
1.24E+18,229.8063591,2.068348076,23.41116,21.55983,1.85133,21.01296,20.83742,20.97781,0.17554,-0.14039
1.24E+18,229.8055008,2.038671926,26.28352,22.59713,3.686388,21.68426,21.39431,22.0897,0.28995,-0.69539
1.24E+18,229.8082161,2.037082157,25.31885,22.66408,2.65477,22.02856,21.57961,20.97551,0.44895,0.6041
1.24E+18,229.8068019,2.037723274,25.59027,23.41478,2.175493,22.20503,21.84859,21.06149,0.35644,0.7871
