objid,ra,dec,u,g,u-g,r,i,z,r-i,i-z
1.24E+18,229.7207953,1.952889488,19.63737,18.64746,0.9899025,18.34769,18.26035,18.22182,0.08734,0.03853
1.24E+18,229.7199532,1.953048099,24.35314,23.40354,0.9496002,22.69842,22.22632,22.25471,0.4721,-0.02839
1.24E+18,229.7213522,1.944914772,21.39652,20.14651,1.250008,19.7153,19.61493,19.65824,0.10037,-0.04331
1.24E+18,229.7240559,1.987727683,20.34338,19.37943,0.9639587,19.01522,18.97159,18.92564,0.04363,0.04595
1.24E+18,229.7213187,1.988387837,24.3312,21.76198,2.569223,20.99792,20.85091,20.75978,0.14701,0.09113
1.24E+18,229.7253455,1.985897095,24.3912,21.92245,2.468748,21.04757,20.96054,21.42179,0.08703,-0.46125
1.24E+18,229.7266734,1.986190293,24.63789,22.65335,1.984547,21.62439,21.28885,21.03812,0.33554,0.25073
1.24E+18,229.7247995,1.985381937,24.25126,24.61036,-0.3591003,24.30446,22.20803,21.19772,2.09643,1.01031
1.24E+18,229.7262764,1.984660866,23.87432,23.73792,0.1363983,22.82593,22.34896,22.9713,0.47697,-0.62234
1.24E+18,229.7247258,1.93245391,20.65767,19.62644,1.031229,19.26485,19.13353,19.05518,0.13132,0.07835
1.24E+18,229.7287209,1.961308515,19.68121,18.74721,0.9340019,18.44264,18.39862,18.35096,0.04402,0.04766
1.24E+18,229.7299161,1.960320939,21.73095,20.45336,1.27759,19.95141,19.82682,19.86456,0.12459,-0.03774
1.24E+18,229.7312153,1.959619689,23.68275,21.99903,1.683725,21.36825,21.1081,21.18316,0.26015,-0.07506
1.24E+18,229.7290452,1.944290399,20.46166,19.4302,1.03146,19.10192,19.00601,19.11537,0.09591,-0.10936
1.24E+18,229.7273168,1.943814259,24.36953,24.17769,0.191843,22.46294,22.23379,21.7586,0.22915,0.47519
1.24E+18,229.729673,1.952667852,19.72376,18.77514,0.9486256,18.46285,18.393,18.34988,0.06985,0.04312
1.24E+18,229.7292253,1.948563858,21.26012,20.17326,1.086857,19.7704,19.66825,19.51466,0.10215,0.15359
1.24E+18,229.7285781,1.950522635,21.28483,20.22112,1.063711,19.8173,19.71371,19.67282,0.10359,0.04089
1.24E+18,229.7297828,1.953173037,24.19893,21.30286,2.896069,20.76852,20.50764,20.96429,0.26088,-0.45665
1.24E+18,229.7282356,1.949548561,23.11377,24.2024,-1.088633,21.85514,20.30814,19.50716,1.547,0.80098
1.24E+18,229.7281979,1.953274844,23.10074,21.16797,1.93277,20.63024,20.42429,20.3435,0.20595,0.08079
1.24E+18,229.7302661,1.946737155,25.31342,22.39642,2.917007,21.58208,21.19249,20.81124,0.38959,0.38125
1.24E+18,229.729595,1.949073834,24.34322,22.48082,1.8624,21.6262,21.37334,21.25784,0.25286,0.1155
1.24E+18,229.7326506,1.953028638,24.5057,22.97283,1.532871,21.58005,21.48862,21.46143,0.09143,0.02719
1.24E+18,229.7297555,1.951048701,24.48963,23.14616,1.343472,22.17568,21.79979,22.09194,0.37589,-0.29215
1.24E+18,229.7278863,1.948072501,25.20041,23.82114,1.379265,22.46148,21.87746,22.41002,0.58402,-0.53256
1.24E+18,229.7278565,1.948619777,24.14119,23.75987,0.3813152,22.40436,22.19305,23.54639,0.21131,-1.35334
1.24E+18,229.7312368,1.953342883,24.60404,23.87549,0.7285442,22.89005,22.77174,23.13757,0.11831,-0.36583
1.24E+18,229.7317946,1.982178768,21.14782,20.04407,1.103758,19.64857,19.54314,19.62113,0.10543,-0.07799
1.24E+18,229.7304449,1.930143232,23.39791,22.0899,1.308012,21.77712,21.57079,21.39857,0.20633,0.17222
1.24E+18,229.7307184,1.931555425,24.68189,24.3979,0.283989,22.83998,22.19644,22.79254,0.64354,-0.5961
1.24E+18,229.736765,1.984153837,20.90329,19.77682,1.126474,19.38591,19.25625,19.39974,0.12966,-0.14349
1.24E+18,229.7344399,1.983576264,21.91733,20.53079,1.386541,20.03412,19.9302,19.70063,0.10392,0.22957
1.24E+18,229.7364973,1.986369175,25.04771,21.77711,3.270603,21.08571,20.80936,21.1418,0.27635,-0.33244
1.24E+18,229.7375314,1.987971413,25.44859,22.08474,3.36385,21.24089,21.01572,20.30457,0.22517,0.71115
1.24E+18,229.7358594,1.986053229,24.77892,22.29876,2.480154,21.24171,21.1381,21.14079,0.10361,-0.00269
1.24E+18,229.7367676,1.985487404,23.6681,22.4046,1.263498,21.42192,21.28284,20.94909,0.13908,0.33375
1.24E+18,229.7362816,1.946040882,20.84206,18.67399,2.168064,17.79899,17.47171,17.27974,0.32728,0.19197
1.24E+18,229.7357239,1.949381235,20.12747,19.24451,0.882967,18.90262,18.79997,18.8358,0.10265,-0.03583
1.24E+18,229.7363655,1.944734887,21.41304,20.44298,0.970068,20.0292,19.90932,19.90891,0.11988,0.00041
1.24E+18,229.7352367,1.948172022,24.40038,21.74002,2.660357,20.70551,20.45201,20.58806,0.2535,-0.13605
1.24E+18,229.7369733,1.947767612,24.17635,21.82618,2.350166,21.15837,20.97702,20.33642,0.18135,0.6406
1.24E+18,229.7403734,1.987271843,20.68307,19.69622,0.9868507,19.32272,19.24758,19.14934,0.07514,0.09824
1.24E+18,229.7406786,1.987814769,23.43682,21.38055,2.056271,20.71837,20.59338,20.39421,0.12499,0.19917
1.24E+18,229.7399945,1.985356493,23.08446,22.36841,0.716053,21.46408,21.41115,20.95007,0.05293,0.46108
1.24E+18,229.7399936,1.959074624,21.04159,19.89976,1.141829,19.53167,19.40376,19.34489,0.12791,0.05887
1.24E+18,229.7429598,1.976588282,19.28879,18.15519,1.133604,17.73853,17.60423,17.58048,0.1343,0.02375
1.24E+18,229.743214,1.975874948,20.67348,19.68143,0.9920502,19.19147,19.07849,18.99488,0.11298,0.08361
1.24E+18,229.7437748,1.97804625,23.79637,21.90096,1.895411,21.13379,20.90238,20.75262,0.23141,0.14976
1.24E+18,229.7445629,1.977607088,25.37101,23.21466,2.156349,21.82913,21.4409,20.57008,0.38823,0.87082
1.24E+18,229.7425101,1.975427844,24.5887,23.24063,1.348072,22.01439,21.62164,21.04507,0.39275,0.57657
1.24E+18,229.7433069,1.984578311,20.21087,19.36892,0.8419571,19.00369,18.91097,18.97222,0.09272,-0.06125
1.24E+18,229.7416581,1.983691418,23.08563,21.93901,1.146614,21.18951,20.92695,20.77498,0.26256,0.15197
1.24E+18,229.7437296,1.980596922,20.62983,19.70626,0.9235687,19.30404,19.23362,19.21851,0.07042,0.01511
1.24E+18,229.7443503,1.948395024,20.06271,18.26395,1.798759,17.52383,17.28938,17.14263,0.23445,0.14675
1.24E+18,229.7451831,1.968267349,20.26285,19.22359,1.039265,18.84599,18.79596,18.78884,0.05003,0.00712
1.24E+18,229.7487022,1.965699597,21.77704,20.66029,1.116751,20.13318,20.03419,19.94298,0.09899,0.09121
1.24E+18,229.7470336,1.969608138,22.30996,20.66493,1.645025,20.17269,20.03461,19.79814,0.13808,0.23647
1.24E+18,229.7405235,1.964623415,22.47055,21.06983,1.400719,20.41126,20.31875,20.23655,0.09251,0.0822
1.24E+18,229.7496433,1.967742891,23.25793,21.3446,1.913328,20.67767,20.47345,20.23336,0.20422,0.24009
1.24E+18,229.7399704,1.962769357,23.36263,22.25979,1.102848,21.41509,21.08807,20.54542,0.32702,0.54265
1.24E+18,229.743961,1.966699192,23.7263,23.41317,0.3131351,22.1579,21.777,21.59046,0.3809,0.18654
1.24E+18,229.7448594,1.964577411,23.61695,23.80195,-0.1850033,22.25962,21.76707,21.06544,0.49255,0.70163
1.24E+18,229.7458866,1.969233952,24.60555,24.04005,0.5654926,22.94167,21.97819,22.2788,0.96348,-0.30061
1.24E+18,229.7406932,1.963479478,24.33784,23.81858,0.5192547,22.71966,22.04334,21.4686,0.67632,0.57474
1.24E+18,229.7491811,1.969362929,24.13662,24.33598,-0.1993656,22.3958,22.03956,21.6671,0.35624,0.37246
1.24E+18,229.7434406,1.965140149,25.71018,23.72859,1.981592,22.74894,22.20305,22.41089,0.54589,-0.20784
1.24E+18,229.7455034,1.971730421,20.7306,19.70822,1.022379,19.36288,19.24771,19.20375,0.11517,0.04396
1.24E+18,229.744004,1.97325615,22.174,21.16013,1.013872,20.55532,20.3493,20.16833,0.20602,0.18097
1.24E+18,229.7489215,1.976304704,20.60501,19.28744,1.31757,18.74677,18.45031,18.48922,0.29646,-0.03891
1.24E+18,229.7494568,1.977046077,22.08935,20.84705,1.242302,20.27099,20.20919,20.51813,0.0618,-0.30894
1.24E+18,229.7475768,1.976438284,24.07898,23.82714,0.2518425,22.20119,22.15315,21.27397,0.04804,0.87918
1.24E+18,229.7496954,1.975502718,23.67658,24.84902,-1.172441,23.89693,22.48083,23.29555,1.4161,-0.81472
1.24E+18,229.750552,1.947481494,19.3965,18.4138,0.9827061,18.10798,18.02437,17.93916,0.08361,0.08521
1.24E+18,229.7552927,1.947749266,21.32955,20.0822,1.247347,19.62763,19.54969,19.58262,0.07794,-0.03293
1.24E+18,229.7523147,1.946911891,21.63902,20.5081,1.130917,19.98708,19.89817,19.62226,0.08891,0.27591
1.24E+18,229.7489541,1.948217139,21.92145,20.59898,1.32247,20.1227,19.94296,19.87685,0.17974,0.06611
1.24E+18,229.7564699,1.949142514,22.65913,21.22162,1.437517,20.67353,20.44198,20.12235,0.23155,0.31963
1.24E+18,229.7522464,1.946188892,23.73694,22.34809,1.388853,21.44682,21.22513,22.34877,0.22169,-1.12364
1.24E+18,229.751823,1.945408318,24.34401,22.53305,1.810961,21.48746,21.27559,20.79875,0.21187,0.47684
1.24E+18,229.7561164,1.947422867,24.52522,23.4614,1.063816,22.43799,21.89758,22.14814,0.54041,-0.25056
1.24E+18,229.7540953,1.947199242,25.68435,24.06457,1.619776,23.11831,22.46615,22.10692,0.65216,0.35923
1.24E+18,229.7527498,1.981302287,19.11843,18.18192,0.9365158,17.77566,17.66463,17.65581,0.11103,0.00882
1.24E+18,229.7519917,1.97948834,24.43251,22.12198,2.310522,21.23051,21.12249,20.92513,0.10802,0.19736
1.24E+18,229.7518342,1.983131242,23.74664,24.80135,-1.054707,22.53761,22.11265,22.11503,0.42496,-0.00238
1.24E+18,229.7560535,1.957797771,19.85211,18.85752,0.9945889,18.52051,18.47034,18.40052,0.05017,0.06982
1.24E+18,229.7566112,1.959554846,22.28549,20.73497,1.55052,20.18924,20.03491,19.90744,0.15433,0.12747
1.24E+18,229.753513,1.956190659,23.59756,24.15925,-0.5616913,22.66602,22.18208,22.26299,0.48394,-0.08091
1.24E+18,229.7573536,1.985194482,21.84443,19.16789,2.67654,17.99761,17.58515,17.31521,0.41246,0.26994
1.24E+18,229.7590424,1.979578028,19.29126,18.14598,1.145277,17.68633,17.53573,17.46398,0.1506,0.07175
1.24E+18,229.7588791,1.977456858,20.4941,19.60994,0.8841591,19.19104,19.10171,19.10416,0.08933,-0.00245
1.24E+18,229.7573921,1.980167678,21.4064,20.3085,1.097897,19.77781,19.69986,19.80155,0.07795,-0.10169
1.24E+18,229.7591262,1.978043103,24.57732,21.41671,3.160614,21.08171,23.29354,22.5119,-2.21183,0.78164
1.24E+18,229.7563006,1.976544576,21.89239,20.60598,1.286406,20.04313,19.8887,19.81658,0.15443,0.07212
1.24E+18,229.7548268,1.975236269,22.46643,21.2464,1.22003,20.57324,20.3778,20.57184,0.19544,-0.19404
1.24E+18,229.7547133,1.976500553,23.92169,21.72395,2.197739,20.86385,20.67031,21.02218,0.19354,-0.35187
1.24E+18,229.7596886,1.980470279,24.07688,21.76603,2.310854,20.95609,20.82984,21.08807,0.12625,-0.25823
1.24E+18,229.7584444,1.975048109,23.27878,21.80523,1.473553,21.02482,20.73352,20.6126,0.2913,0.12092
1.24E+18,229.7562314,1.97853366,25.6718,21.83657,3.83523,21.12425,20.90281,20.20191,0.22144,0.7009
1.24E+18,229.7564097,1.977408522,23.891,22.3965,1.494499,21.49981,21.19138,20.66589,0.30843,0.52549
1.24E+18,229.7592961,1.976216716,23.90252,23.57136,0.3311634,21.98075,21.64435,22.6674,0.3364,-1.02305
1.24E+18,229.7589579,1.974368038,24.92524,23.239,1.686235,21.93033,21.80194,22.70121,0.12839,-0.89927
1.24E+18,229.7617765,1.98127335,25.61133,24.04378,1.567545,22.58463,21.95136,21.11217,0.63327,0.83919
1.24E+18,229.7622839,1.982322343,23.31958,23.44602,-0.126442,22.06197,22.02263,21.31305,0.03934,0.70958
1.24E+18,229.7573783,1.981122627,24.42495,23.45163,0.9733257,22.30068,22.11439,21.90352,0.18629,0.21087
1.24E+18,229.7611881,1.980803293,25.02847,24.27539,0.7530842,22.97025,22.18638,22.13667,0.78387,0.04971
1.24E+18,229.7570855,1.973587514,23.72514,24.40494,-0.6798058,22.74381,22.22837,22.80158,0.51544,-0.57321
1.24E+18,229.7613623,1.968085667,19.4112,18.43134,0.9798622,18.02952,17.90845,17.88374,0.12107,0.02471
1.24E+18,229.7620706,1.96739753,21.72471,19.88013,1.844587,18.93047,18.63257,18.44566,0.2979,0.18691
1.24E+18,229.7633635,1.966468748,20.9741,19.96027,1.01383,19.50788,19.41971,19.44768,0.08817,-0.02797
1.24E+18,229.7599861,1.970115871,23.16236,23.21308,-0.05071831,22.37994,21.92702,20.91103,0.45292,1.01599
1.24E+18,229.7604829,1.968852537,23.5685,24.82915,-1.260656,22.92523,22.29258,20.97137,0.63265,1.32121
1.24E+18,229.7653188,1.970590478,20.92789,19.83648,1.091406,19.43169,19.36164,19.47645,0.07005,-0.11481
1.24E+18,229.7667383,1.970811285,24.0699,23.70955,0.3603592,22.23392,21.87518,22.47696,0.35874,-0.60178
1.24E+18,229.7652132,1.946273572,20.39864,19.33057,1.068073,19.0232,18.94413,18.94832,0.07907,-0.00419
1.24E+18,229.765234,1.94706226,21.50216,20.58555,0.9166069,20.13407,19.96371,20.04133,0.17036,-0.07762
1.24E+18,229.7642109,1.947825816,24.17054,22.27875,1.891785,21.57285,21.29277,20.94131,0.28008,0.35146
1.24E+18,229.7653253,1.945092324,25.56627,22.96148,2.604794,22.61443,22.84384,22.06581,-0.22941,0.77803
1.24E+18,229.7689795,1.98659447,19.86535,18.86401,1.001339,18.53227,18.47489,18.4941,0.05738,-0.01921
1.24E+18,229.7676398,1.983811541,21.98883,20.89383,1.095007,20.33047,20.14869,20.25898,0.18178,-0.11029
1.24E+18,229.7676631,1.985805697,24.57095,22.12091,2.450031,21.21122,20.94047,22.50225,0.27075,-1.56178
1.24E+18,229.7684675,1.958446069,20.4264,19.514,0.9123993,19.15703,19.09075,18.96632,0.06628,0.12443
1.24E+18,229.7684318,1.957925425,24.98735,23.55692,1.430428,21.81764,21.80738,22.09368,0.01026,-0.2863
1.24E+18,229.7686929,1.963549697,20.20974,19.33272,0.8770199,18.98349,18.89773,18.8858,0.08576,0.01193
1.24E+18,229.7680568,1.962901727,21.87971,20.62996,1.249754,20.16277,20.01811,20.02506,0.14466,-0.00695
1.24E+18,229.7711492,1.963758426,23.02285,21.57067,1.452177,20.89972,20.66755,20.33974,0.23217,0.32781
1.24E+18,229.7698308,1.962589037,24.53776,24.26509,0.2726765,22.89817,22.13375,22.07686,0.76442,0.05689
1.24E+18,229.7749214,1.985697384,20.32353,19.42242,0.9011097,19.11477,19.01122,18.94392,0.10355,0.0673
1.24E+18,229.7732271,1.979926268,21.30553,20.415,0.8905315,19.92332,19.81864,19.84512,0.10468,-0.02648
1.24E+18,229.7735636,1.984415157,25.66752,25.08598,0.5815449,23.10448,21.83301,20.68847,1.27147,1.14454
1.24E+18,229.7745856,1.98322366,26.11114,23.57245,2.538685,22.4258,21.9327,21.50044,0.4931,0.43226
1.24E+18,229.7806246,1.971333212,19.96116,19.04012,0.9210339,18.71256,18.63029,18.58045,0.08227,0.04984
1.24E+18,229.7812718,1.969799324,22.36964,20.85849,1.51115,20.25544,20.13623,19.92531,0.11921,0.21092
1.24E+18,229.7785348,1.971105469,25.51409,22.18044,3.333649,21.15897,20.93317,20.79528,0.2258,0.13789
1.24E+18,229.7172418,1.953765101,26.16192,22.85792,3.303993,21.80581,21.41935,21.19454,0.38646,0.22481
1.24E+18,229.7174224,1.952183499,23.85197,20.36082,3.491154,18.88285,17.62114,16.98957,1.26171,0.63157
1.24E+18,229.7358224,1.933810442,21.18561,20.01025,1.175352,19.63995,19.51189,19.48749,0.12806,0.0244
1.24E+18,229.7331234,1.935650052,22.03987,20.61115,1.428726,20.1233,19.99735,20.09678,0.12595,-0.09943
1.24E+18,229.7422427,1.970536693,21.34772,20.29463,1.053085,19.80862,19.75792,19.5009,0.0507,0.25702
1.24E+18,229.7418723,1.970968474,24.08789,21.98512,2.102774,20.63854,20.01166,19.74413,0.62688,0.26753
1.24E+18,229.7419659,1.972063144,22.47849,20.71559,1.762907,20.18508,20.087,20.21974,0.09808,-0.13274
1.24E+18,229.7408386,1.968863955,23.7048,21.49598,2.208822,20.71719,20.58604,20.16643,0.13115,0.41961
1.24E+18,229.7407288,1.971672523,24.588,23.19279,1.395206,21.94277,21.53856,22.05438,0.40421,-0.51582
1.24E+18,229.7424829,1.968532899,26.18725,23.88721,2.300041,22.3824,22.17906,21.39862,0.20334,0.78044
1.24E+18,229.7388749,1.97919083,23.55863,21.37552,2.183113,19.81053,18.83167,18.2593,0.97886,0.57237
1.24E+18,229.6632345,1.942561175,24.50858,24.4173,0.0912838,22.72195,22.08117,22.47184,0.64078,-0.39067
1.24E+18,229.693796,1.936766387,21.09899,20.03416,1.064825,19.644,19.53519,19.52435,0.10881,0.01084
1.24E+18,229.6950411,1.940369848,21.24972,20.06346,1.186264,19.69452,19.58861,19.48856,0.10591,0.10005
1.24E+18,229.6937576,1.939665228,22.59735,21.78935,0.8080044,21.13647,20.8663,20.60133,0.27017,0.26497
1.24E+18,229.6936193,1.938608143,25.26479,23.91895,1.345842,22.50669,22.1386,22.50773,0.36809,-0.36913
1.24E+18,229.6969652,1.983881847,21.62367,20.40947,1.214201,19.98269,19.88073,19.71688,0.10196,0.16385
1.24E+18,229.6963247,1.983435096,24.9564,23.66077,1.29563,22.36616,22.23291,21.85671,0.13325,0.3762
1.24E+18,229.696291,1.933861942,22.75659,21.19482,1.561773,20.38549,19.54687,18.7576,0.83862,0.78927
1.24E+18,229.6984238,1.934178002,21.4738,20.40298,1.070816,19.95257,19.85118,19.72773,0.10139,0.12345
1.24E+18,229.6968694,1.935840597,22.31897,20.91614,1.402836,20.36243,20.14212,19.925,0.22031,0.21712
1.24E+18,229.697872,1.934647315,22.66752,22.39178,0.2757435,21.38096,20.99785,21.13732,0.38311,-0.13947
1.24E+18,229.6980679,1.932658635,25.05604,24.05447,1.00157,24.4868,22.36973,22.00641,2.11707,0.36332
1.24E+18,229.6984313,1.938099615,24.32178,23.99384,0.3279324,23.09922,22.41631,22.02538,0.68291,0.39093
1.24E+18,229.7037977,1.987353627,21.98145,20.75063,1.230816,20.20984,20.10001,19.89469,0.10983,0.20532
1.24E+18,229.7037439,1.958172732,22.02324,20.96968,1.053564,20.41154,20.31961,20.26592,0.09193,0.05369
1.24E+18,229.7042541,1.938950208,21.44761,20.43673,1.010874,20.0274,19.88568,19.88988,0.14172,-0.0042
1.24E+18,229.7050078,1.939595021,25.53162,22.93168,2.599937,22.04072,21.71819,21.70907,0.32253,0.00912
1.24E+18,229.7045965,1.936184768,21.18957,20.11123,1.078339,19.66585,19.53345,19.37593,0.1324,0.15752
1.24E+18,229.7044693,1.935299693,23.69852,23.41102,0.2875023,22.10132,21.70142,20.86208,0.3999,0.83934
1.24E+18,229.7123936,1.934011607,21.8598,20.54766,1.312145,20.08153,19.95517,20.03353,0.12636,-0.07836
1.24E+18,229.7191227,1.985429956,20.95487,20.07257,0.8823032,19.63675,19.54583,19.60805,0.09092,-0.06222
1.24E+18,229.7166211,1.987921238,25.11456,22.09873,3.015829,21.33098,21.01916,21.31165,0.31182,-0.29249
1.24E+18,229.7174412,1.986291945,25.01784,23.32152,1.696323,22.26538,21.69291,22.29687,0.57247,-0.60396
1.24E+18,229.720886,1.985509933,25.94108,23.07257,2.868513,21.8099,21.87837,21.08944,-0.06847,0.78893
1.24E+18,229.7185887,1.98619998,24.49427,24.50178,-0.007509232,22.4695,22.0248,21.76197,0.4447,0.26283
1.24E+18,229.7250887,1.979766155,20.99321,20.1771,0.8161163,19.70719,19.62642,19.55237,0.08077,0.07405
1.24E+18,229.7232677,1.983204617,21.74378,20.50038,1.243397,20.01156,19.85192,19.78481,0.15964,0.06711
1.24E+18,229.72221,1.982066126,24.3615,21.51134,2.850163,20.77066,20.61875,21.16085,0.15191,-0.5421
1.24E+18,229.7234066,1.981122593,23.74395,22.85736,0.886591,21.78432,21.43563,21.30264,0.34869,0.13299
1.24E+18,229.7240356,1.981162431,24.51841,23.36079,1.157616,22.56011,21.97359,22.72261,0.58652,-0.74902
1.24E+18,229.7207274,1.983584996,25.46335,23.55694,1.90641,22.56762,22.19589,21.81202,0.37173,0.38387
1.24E+18,229.7209819,1.982729043,24.97027,24.61924,0.3510284,22.73461,23.19914,22.53951,-0.46453,0.65963
1.24E+18,229.7240352,1.948912127,21.93671,20.94067,0.9960384,20.41752,20.28251,20.58085,0.13501,-0.29834
1.24E+18,229.7278722,1.93980059,21.20141,20.23794,0.9634724,19.81515,19.65249,19.61518,0.16266,0.03731
1.24E+18,229.7258593,1.9410145,21.7329,20.86076,0.8721333,20.34841,20.14081,20.28858,0.2076,-0.14777
1.24E+18,229.7321911,1.986526311,21.16433,20.13122,1.033115,19.66939,19.59434,19.68545,0.07505,-0.09111
1.24E+18,229.728791,1.988216594,21.90565,20.80026,1.105392,20.22445,20.08906,20.38698,0.13539,-0.29792
1.24E+18,229.7289918,1.957083266,21.42588,20.21925,1.206625,19.81614,19.72162,19.55174,0.09452,0.16988
1.24E+18,229.7303399,1.939600319,21.51718,20.4943,1.022873,20.00729,19.85097,20.06956,0.15632,-0.21859
1.24E+18,229.7353722,1.966363448,21.18971,20.16205,1.02766,19.75468,19.60906,19.67221,0.14562,-0.06315
1.24E+18,229.7374414,1.965298137,21.42896,20.36507,1.063887,19.85968,19.7278,19.75725,0.13188,-0.02945
1.24E+18,229.7337945,1.967320703,22.51356,20.98879,1.524769,20.36874,20.15745,20.27942,0.21129,-0.12197
1.24E+18,229.7329669,1.964982959,23.37563,21.5712,1.804426,20.88728,20.69227,21.16009,0.19501,-0.46782
1.24E+18,229.7345942,1.965796795,24.89404,23.58878,1.305262,21.85535,21.43534,21.59115,0.42001,-0.15581
1.24E+18,229.7338606,1.966037094,24.39087,24.70563,-0.3147659,22.74571,22.66207,21.46221,0.08364,1.19986
1.24E+18,229.7393399,1.975895876,22.02781,20.73149,1.296322,20.1914,20.03267,19.86715,0.15873,0.16552
1.24E+18,229.7356239,1.97330005,22.01048,20.84267,1.16781,20.26131,20.10816,20.14872,0.15315,-0.04056
1.24E+18,229.7363721,1.969466646,24.54785,22.2061,2.341751,21.37465,21.18399,21.02181,0.19066,0.16218
1.24E+18,229.7345179,1.973196172,24.21037,22.65919,1.551184,21.5409,21.2746,21.94868,0.2663,-0.67408
1.24E+18,229.7367207,1.974260681,25.12329,22.68064,2.442642,21.64564,21.24899,22.20912,0.39665,-0.96013
1.24E+18,229.7385514,1.975274436,25.16338,24.98857,0.1748142,23.30581,21.49078,20.45095,1.81503,1.03983
1.24E+18,229.7355144,1.971883997,23.46385,22.20729,1.256563,22.23489,21.91463,22.34103,0.32026,-0.4264
1.24E+18,229.7366145,1.970411881,25.74886,23.57097,2.177896,22.38621,21.87819,21.56439,0.50802,0.3138
1.24E+18,229.7374938,1.973560572,24.25584,24.91872,-0.6628761,23.3063,22.18646,22.26911,1.11984,-0.08265
1.24E+18,229.7377508,1.974242436,22.02136,25.00797,-2.986607,24.90816,23.62521,23.22381,1.28295,0.4014
1.24E+18,229.7376704,1.962651387,21.6578,20.89789,0.759903,20.32603,20.14258,20.00668,0.18345,0.1359
1.24E+18,229.7384227,1.961430682,23.28903,23.22144,0.06758308,22.26695,22.09233,20.90456,0.17462,1.18777
1.24E+18,229.7393716,1.938539767,21.77831,20.71367,1.064636,20.10952,20.0346,19.71047,0.07492,0.32413
1.24E+18,229.739642,1.937422182,23.96363,22.31771,1.645912,21.32018,21.05111,20.64558,0.26907,0.40553
1.24E+18,229.7380093,1.93678539,23.77085,24.52826,-0.75741,23.44855,22.35685,22.06418,1.0917,0.29267
1.24E+18,229.7411771,1.949202532,22.03851,20.75266,1.285843,20.22239,20.09535,20.03541,0.12704,0.05994
1.24E+18,229.7436852,1.962596282,21.76821,20.58246,1.185749,20.11138,20.03545,19.74245,0.07593,0.293
1.24E+18,229.7488326,1.960228701,21.09044,20.00682,1.083612,19.59611,19.46033,19.36919,0.13578,0.09114
1.24E+18,229.7501728,1.959690272,24.33621,23.70023,0.6359806,22.11647,21.87657,22.04799,0.2399,-0.17142
1.24E+18,229.7505599,1.97315724,21.25665,20.32709,0.9295616,19.8743,19.75647,19.78441,0.11783,-0.02794
1.24E+18,229.7516301,1.972930243,24.81923,22.14132,2.677904,21.33278,21.08892,20.84974,0.24386,0.23918
1.24E+18,229.7537623,1.968875134,22.34048,20.4349,1.905577,19.92885,19.76156,19.74394,0.16729,0.01762
1.24E+18,229.7517851,1.969824643,21.53242,20.37293,1.159491,19.891,19.80343,19.72169,0.08757,0.08174
1.24E+18,229.7542775,1.966107945,23.14686,22.07747,1.069386,21.41018,21.08324,20.99189,0.32694,0.09135
1.24E+18,229.7511382,1.970347663,23.79492,22.92737,0.867548,21.74916,21.53475,22.12945,0.21441,-0.5947
1.24E+18,229.753293,1.967713693,23.61327,22.87969,0.7335835,21.81637,21.64562,21.15268,0.17075,0.49294
1.24E+18,229.7696766,1.970750861,21.81157,20.71432,1.097256,20.20774,20.04271,20.16422,0.16503,-0.12151
1.24E+18,229.7688955,1.972120607,24.82986,25.2147,-0.3848381,23.74772,21.8682,21.69947,1.87952,0.16873
1.24E+18,229.7812379,1.981000797,22.28975,21.00598,1.28377,20.46438,20.39724,20.42247,0.06714,-0.02523
1.24E+18,229.78183,1.984236492,21.72582,20.66383,1.061993,20.13249,19.99489,19.94739,0.1376,0.0475
1.24E+18,229.6502025,1.952336637,22.19528,21.05875,1.136528,20.44218,20.2823,20.17997,0.15988,0.10233
1.24E+18,229.6499887,1.953836032,25.00068,24.57418,0.4264946,22.90347,22.37513,21.76923,0.52834,0.6059
1.24E+18,229.6652304,1.936678588,23.65861,23.15851,0.5000973,21.32031,20.62999,19.92915,0.69032,0.70084
1.24E+18,229.6652318,1.943245319,23.23063,21.34567,1.884954,20.6306,20.28562,20.0882,0.34498,0.19742
1.24E+18,229.6680721,1.941973716,24.11384,21.791,2.322838,21.06865,20.83639,21.34393,0.23226,-0.50754
1.24E+18,229.6739958,1.949495346,24.33709,22.20436,2.13273,21.40268,21.10538,22.3256,0.2973,-1.22022
1.24E+18,229.6836383,1.989500459,24.80836,22.84425,1.964115,21.8063,21.5176,22.83992,0.2887,-1.32232
1.24E+18,229.6856121,1.938743244,24.17623,22.52255,1.653685,21.76496,21.26747,21.24214,0.49749,0.02533
1.24E+18,229.6879922,1.978548993,24.36222,22.07911,2.28311,21.16371,20.94308,20.7582,0.22063,0.18488
1.24E+18,229.687497,1.97849909,24.90975,22.52959,2.380161,21.44964,21.24773,21.40834,0.20191,-0.16061
1.24E+18,229.6883362,1.956303922,25.18458,22.16702,3.017561,21.3147,21.11451,21.10354,0.20019,0.01097
1.24E+18,229.6886665,1.957579718,25.68956,22.77379,2.915766,21.57571,21.40151,21.09206,0.1742,0.30945
1.24E+18,229.6887679,1.959606911,25.36622,24.50504,0.8611813,22.84348,22.37739,21.98252,0.46609,0.39487
1.24E+18,229.6924774,1.959377231,23.036,21.23834,1.797659,20.58708,20.39246,20.65584,0.19462,-0.26338
