objid,u,g,r,i,z,u-g,g-r,r-i
1.24E+18,24.78398,23.87482,22.45734,22.6323,21.71095,0.90916,1.41748,-0.17496
1.24E+18,24.50463,23.20836,21.72139,21.35681,20.60912,1.29627,1.48697,0.36458
1.24E+18,24.52651,23.49316,22.54655,22.18353,22.08,1.03335,0.94661,0.36302
1.24E+18,24.78317,23.5616,22.70662,22.26581,22.72761,1.22157,0.85498,0.44081
1.24E+18,25.45089,23.26613,22.54893,22.25257,23.04425,2.18476,0.7172,0.29636
1.24E+18,24.69431,24.63347,22.17734,21.29771,20.96489,0.06084,2.45613,0.87963
1.24E+18,25.30561,25.83386,22.78966,21.75726,21.50626,-0.52825,3.0442,1.0324
1.24E+18,24.80622,24.289,23.3917,22.34329,23.24416,0.51722,0.8973,1.04841
1.24E+18,24.30902,25.29315,22.60042,23.06131,22.49268,-0.98413,2.69273,-0.46089
1.24E+18,25.35233,24.6851,23.80357,22.00821,21.9754,0.66723,0.88153,1.79536
1.24E+18,24.69749,24.49737,23.45445,21.85939,21.25383,0.20012,1.04292,1.59506
1.24E+18,25.36492,23.92278,23.35146,22.03019,22.64781,1.44214,0.57132,1.32127
1.24E+18,24.60291,26.30073,23.55222,21.33753,20.36693,-1.69782,2.74851,2.21469
1.24E+18,24.98662,24.24268,24.95889,24.30971,20.73231,0.74394,-0.71621,0.64918
1.24E+18,24.24343,25.53706,24.70651,24.73008,20.49696,-1.29363,0.83055,-0.02357
1.24E+18,16.71154,16.17673,16.57274,16.81326,17.02127,0.53481,-0.39601,-0.24052
1.24E+18,15.58221,13.99202,13.2943,13.16032,13.4573,1.59019,0.69772,0.13398
1.24E+18,19.19481,18.28537,18.05451,17.84677,17.91624,0.90944,0.23086,0.20774
1.24E+18,21.91467,19.33431,18.21017,17.7677,17.55789,2.58036,1.12414,0.44247
1.24E+18,19.79231,18.92821,18.68249,18.50301,18.62483,0.8641,0.24572,0.17948
1.24E+18,20.9142,20.08591,19.79839,19.6399,19.70837,0.82829,0.28752,0.15849
1.24E+18,21.40706,20.58539,20.23112,20.27415,20.2426,0.82167,0.35427,-0.04303
1.24E+18,23.39668,21.59852,20.99457,20.77118,21.51637,1.79816,0.60395,0.22339
1.24E+18,24.6364,24.07563,23.36762,21.73027,21.87158,0.56077,0.70801,1.63735
1.24E+18,25.0289,24.74181,22.46057,22.14259,22.88713,0.28709,2.28124,0.31798
1.24E+18,24.07561,23.09263,22.29263,21.8751,21.7883,0.98298,0.8,0.41753
1.24E+18,23.37425,23.20885,22.67018,22.8883,21.93782,0.1654,0.53867,-0.21812
1.24E+18,18.8441,17.28883,16.70252,16.48896,16.38138,1.55527,0.58631,0.21356
1.24E+18,21.03881,20.16515,19.92282,19.77184,19.76227,0.87366,0.24233,0.15098
1.24E+18,22.82624,21.76412,21.16325,21.12104,20.85231,1.06212,0.60087,0.04221
1.24E+18,18.68941,16.24015,15.22185,14.79068,14.54494,2.44926,1.0183,0.43117
1.24E+18,20.05556,19.0723,18.89103,18.79293,18.73211,0.98326,0.18127,0.0981
1.24E+18,24.49815,23.49311,22.87005,21.53854,22.08001,1.00504,0.62306,1.33151
1.24E+18,17.36426,15.76411,15.17006,14.9402,14.84708,1.60015,0.59405,0.22986
1.24E+18,24.41106,23.61335,22.9244,22.18098,22.77972,0.79771,0.68895,0.74342
1.24E+18,17.98087,16.52202,15.97841,15.76011,15.66576,1.45885,0.54361,0.2183
1.24E+18,21.39425,19.32065,18.56822,18.30495,18.14168,2.0736,0.75243,0.26327
1.24E+18,19.19841,18.3395,18.07064,17.91027,17.94,0.85891,0.26886,0.16037
1.24E+18,20.99551,19.45057,19.15287,19.0984,19.02926,1.54494,0.2977,0.05447
1.24E+18,20.56411,19.89309,19.55435,19.36482,19.3583,0.67102,0.33874,0.18953
1.24E+18,24.60634,23.92198,22.79217,22.21756,22.1083,0.68436,1.12981,0.57461
1.24E+18,24.52474,24.48709,23.29055,22.49935,21.8168,0.03765,1.19654,0.7912
1.24E+18,19.31526,18.36006,18.11537,18.00314,18.02003,0.9552,0.24469,0.11223
1.24E+18,19.70277,18.75184,18.54708,18.46627,18.44492,0.95093,0.20476,0.08081
1.24E+18,20.30811,19.44342,19.20985,19.25678,19.07513,0.86469,0.23357,-0.04693
1.24E+18,23.2338,21.84418,21.26044,20.90878,21.0147,1.38962,0.58374,0.35166
1.24E+18,24.11663,22.16704,21.54478,21.43637,21.55525,1.94959,0.62226,0.10841
1.24E+18,24.11212,22.45226,21.62516,21.33242,20.98714,1.65986,0.8271,0.29274
1.24E+18,18.85503,17.7073,17.33202,17.15872,17.10501,1.14773,0.37528,0.1733
1.24E+18,22.01892,21.08972,20.73009,20.45272,20.64987,0.9292,0.35963,0.27737
1.24E+18,23.16521,21.74266,21.17297,20.92633,20.93534,1.42255,0.56969,0.24664
1.24E+18,22.99251,22.14675,21.55166,21.43046,20.9222,0.84576,0.59509,0.1212
1.24E+18,17.75431,16.78971,16.4254,16.25925,16.19987,0.9646,0.36431,0.16615
1.24E+18,24.61728,23.13261,22.3335,20.78702,20.04882,1.48467,0.79911,1.54648
1.24E+18,17.68256,16.53469,16.05443,15.82204,15.71119,1.14787,0.48026,0.23239
1.24E+18,24.85215,23.16026,24.18504,23.45161,22.7837,1.69189,-1.02478,0.73343
1.24E+18,21.5458,20.18443,19.64575,19.47741,19.33237,1.36137,0.53868,0.16834
1.24E+18,21.5464,20.56872,20.29072,20.08883,20.10999,0.97768,0.278,0.20189
1.24E+18,19.11588,17.88669,17.45528,17.27037,17.17518,1.22919,0.43141,0.18491
1.24E+18,19.32246,18.42406,18.18789,18.0888,18.05758,0.8984,0.23617,0.09909
1.24E+18,21.30028,20.55319,20.23925,20.0041,20.1178,0.74709,0.31394,0.23515
1.24E+18,25.44991,25.27902,24.90169,22.15542,22.1838,0.17089,0.37733,2.74627
1.24E+18,16.6931,15.20459,14.69625,14.52009,14.47483,1.48851,0.50834,0.17616
1.24E+18,19.30026,18.35699,18.14092,18.02225,18.07062,0.94327,0.21607,0.11867
1.24E+18,21.13719,20.24716,19.94989,19.7908,19.80548,0.89003,0.29727,0.15909
1.24E+18,24.46445,22.83335,22.33549,21.95745,22.30477,1.6311,0.49786,0.37804
1.24E+18,24.70301,22.95022,22.00415,22.20379,21.75642,1.75279,0.94607,-0.19964
1.24E+18,15.81645,14.45601,13.89377,15.40087,13.49694,1.36044,0.56224,-1.5071
1.24E+18,20.57923,19.77891,19.51485,19.37666,19.57823,0.80032,0.26406,0.13819
1.24E+18,24.63733,21.78804,20.17265,19.13234,18.56343,2.84929,1.61539,1.04031
1.24E+18,21.8601,20.66718,20.28818,20.01623,20.14148,1.19292,0.379,0.27195
1.24E+18,22.74693,21.5674,21.14089,20.9811,21.19173,1.17953,0.42651,0.15979
1.24E+18,24.30169,22.2495,21.60702,21.98058,21.15598,2.05219,0.64248,-0.37356
1.24E+18,23.07101,22.66359,21.91426,21.38797,21.40464,0.40742,0.74933,0.52629
1.24E+18,24.56454,22.41077,21.74602,21.6222,22.60987,2.15377,0.66475,0.12382
1.24E+18,24.67316,22.6132,21.77996,21.65932,21.93872,2.05996,0.83324,0.12064
1.24E+18,24.71914,23.66117,22.62058,22.01475,22.36353,1.05797,1.04059,0.60583
1.24E+18,25.47609,23.84976,22.77256,22.71961,22.30842,1.62633,1.0772,0.05295
1.24E+18,24.73265,23.9937,22.8139,22.32917,21.85247,0.73895,1.1798,0.48473
1.24E+18,24.75386,23.91774,23.25241,23.88893,22.37341,0.83612,0.66533,-0.63652
1.24E+18,20.7793,18.19284,16.77719,16.02792,15.63428,2.58646,1.41565,0.74927
1.24E+18,19.04471,18.03659,17.68771,17.50631,17.47111,1.00812,0.34888,0.1814
1.24E+18,22.881,20.34199,19.13209,18.67282,18.40742,2.53901,1.2099,0.45927
1.24E+18,20.30886,19.47114,19.28318,19.244,19.23483,0.83772,0.18796,0.03918
1.24E+18,20.35485,19.44576,19.13108,18.99061,18.95397,0.90909,0.31468,0.14047
1.24E+18,21.506,20.71998,20.40541,20.27115,20.20569,0.78602,0.31457,0.13426
1.24E+18,21.48112,20.61084,20.25965,20.08,20.21333,0.87028,0.35119,0.17965
1.24E+18,21.56903,20.93696,20.87953,21.71949,20.72954,0.63207,0.05743,-0.83996
1.24E+18,23.58383,21.96187,21.6171,20.88179,21.84466,1.62196,0.34477,0.73531
1.24E+18,24.60465,22.62213,22.11864,21.47082,21.33976,1.98252,0.50349,0.64782
1.24E+18,25.25641,22.68626,21.83286,21.38701,21.51045,2.57015,0.8534,0.44585
1.24E+18,24.2263,23.51795,22.22827,21.98736,22.71977,0.70835,1.28968,0.24091
1.24E+18,25.06964,23.5528,22.48352,22.53565,22.22124,1.51684,1.06928,-0.05213
1.24E+18,24.88745,23.63962,22.91941,22.24352,22.26989,1.24783,0.72021,0.67589
1.24E+18,24.62864,23.80651,22.70983,23.87687,22.13102,0.82213,1.09668,-1.16704
1.24E+18,24.78677,24.45866,23.0646,23.15766,21.99259,0.32811,1.39406,-0.09306
1.24E+18,23.94763,24.64064,22.86761,22.6077,22.34539,-0.69301,1.77303,0.25991
1.24E+18,16.34347,15.88478,13.38192,13.10058,13.35705,0.45869,2.50286,0.28134
1.24E+18,24.84908,25.07364,22.6304,22.24079,22.8465,-0.22456,2.44324,0.38961
1.24E+18,19.2647,18.09565,17.7007,17.53592,17.47806,1.16905,0.39495,0.16478
1.24E+18,19.13974,17.50446,16.90131,16.67136,16.59051,1.63528,0.60315,0.22995
1.24E+18,20.15896,19.41214,19.18625,19.07178,19.0997,0.74682,0.22589,0.11447
1.24E+18,22.26515,21.13519,20.64584,20.50568,20.21782,1.12996,0.48935,0.14016
1.24E+18,22.21702,21.19258,20.73203,20.49962,20.32378,1.02444,0.46055,0.23241
1.24E+18,22.25585,21.56351,21.10849,20.89512,20.49768,0.69234,0.45502,0.21337
1.24E+18,22.92007,21.51629,20.9623,20.8655,21.22088,1.40378,0.55399,0.0968
1.24E+18,16.30822,12.94789,12.00017,11.71403,12.86629,3.36033,0.94772,0.28614
1.24E+18,19.95628,17.52438,16.49052,16.05549,16.02761,2.4319,1.03386,0.43503
1.24E+18,21.17693,19.5458,18.98245,18.91619,18.85616,1.63113,0.56335,0.06626
1.24E+18,20.87881,20.09951,20.07577,24.3618,19.5006,0.7793,0.02374,-4.28603
1.24E+18,23.71587,23.39888,22.88514,23.16499,20.97442,0.31699,0.51374,-0.27985
1.24E+18,24.97624,25.11459,24.80206,22.50689,22.44691,-0.13835,0.31253,2.29517
1.24E+18,24.08639,23.7046,22.87875,22.06933,21.0222,0.38179,0.82585,0.80942
1.24E+18,24.33229,22.94313,22.4465,21.90273,23.13569,1.38916,0.49663,0.54377
1.24E+18,24.27804,23.4211,22.72168,22.3611,21.86573,0.85694,0.69942,0.36058
1.24E+18,23.89459,23.4694,23.6325,22.95778,22.34035,0.42519,-0.1631,0.67472
1.24E+18,24.98358,23.49978,25.01799,24.27322,23.13256,1.4838,-1.51821,0.74477
1.24E+18,24.28141,24.1852,24.35483,22.75664,22.84864,0.09621,-0.16963,1.59819
1.24E+18,17.23269,16.13269,15.79745,15.66991,15.66238,1.1,0.33524,0.12754
1.24E+18,18.48033,17.40977,16.96961,16.75891,16.66781,1.07056,0.44016,0.2107
1.24E+18,20.83453,19.88219,19.61965,19.46752,19.42229,0.95234,0.26254,0.15213
1.24E+18,20.7994,19.90967,19.66893,19.50959,19.51441,0.88973,0.24074,0.15934
1.24E+18,24.59797,23.04864,22.57678,22.17864,21.55108,1.54933,0.47186,0.39814
1.24E+18,19.40917,18.50956,18.30268,18.17881,18.17577,0.89961,0.20688,0.12387
1.24E+18,18.98052,17.93578,17.56394,17.36194,17.29119,1.04474,0.37184,0.202
1.24E+18,22.95902,22.32666,21.36984,21.13162,21.03742,0.63236,0.95682,0.23822
1.24E+18,17.50628,16.24962,15.82161,15.6534,15.60803,1.25666,0.42801,0.16821
1.24E+18,23.71217,22.86584,21.41154,20.80974,20.32454,0.84633,1.4543,0.6018
1.24E+18,23.93335,21.9625,21.29182,21.37021,21.50104,1.97085,0.67068,-0.07839
1.24E+18,24.19041,24.42138,23.18064,22.15808,22.55705,-0.23097,1.24074,1.02256
1.24E+18,19.10046,18.08624,17.7652,17.59991,17.55523,1.01422,0.32104,0.16529
1.24E+18,19.17679,18.26938,18.03703,17.8939,17.88053,0.90741,0.23235,0.14313
1.24E+18,21.52557,20.69189,20.32678,20.15172,20.20667,0.83368,0.36511,0.17506
1.24E+18,23.3818,22.55242,21.99073,21.7595,21.25908,0.82938,0.56169,0.23123
1.24E+18,25.66291,23.57852,22.66209,22.29411,22.53614,2.08439,0.91643,0.36798
1.24E+18,17.35636,16.14727,15.76289,15.62599,15.60028,1.20909,0.38438,0.1369
1.24E+18,19.13915,18.19882,17.91959,17.77694,17.71389,0.94033,0.27923,0.14265
1.24E+18,18.08276,16.90721,17.10616,17.23885,17.41017,1.17555,-0.19895,-0.13269
1.24E+18,22.19445,19.7227,18.43092,17.57011,17.14729,2.47175,1.29178,0.86081
1.24E+18,25.45999,23.34915,22.29885,22.02758,21.99027,2.11084,1.0503,0.27127
1.24E+18,20.41954,18.51279,17.78065,17.49473,17.34994,1.90675,0.73214,0.28592
1.24E+18,24.45712,24.70799,23.18636,23.68044,22.81977,-0.25087,1.52163,-0.49408
1.24E+18,19.27121,18.3554,18.12392,18.02584,18.00941,0.91581,0.23148,0.09808
1.24E+18,22.56481,21.73613,21.23247,20.95175,21.3471,0.82868,0.50366,0.28072
1.24E+18,24.72897,23.32952,22.70213,22.10608,22.55832,1.39945,0.62739,0.59605
1.24E+18,18.78787,17.42539,16.94524,16.76162,16.70282,1.36248,0.48015,0.18362
1.24E+18,16.00827,14.84266,14.47007,14.33554,14.3126,1.16561,0.37259,0.13453
1.24E+18,17.55902,16.16507,15.69816,15.52996,15.49116,1.39395,0.46691,0.1682
1.24E+18,20.84213,19.88689,19.61975,19.48888,19.51861,0.95524,0.26714,0.13087
1.24E+18,22.48877,21.13181,20.75357,20.53822,20.62511,1.35696,0.37824,0.21535
1.24E+18,24.64736,23.53852,22.054,20.98063,20.80841,1.10884,1.48452,1.07337
1.24E+18,22.03024,19.42389,18.29626,17.85194,17.6341,2.60635,1.12763,0.44432
1.24E+18,19.95587,19.10678,18.8877,18.78062,18.92209,0.84909,0.21908,0.10708
1.24E+18,24.545,24.56958,22.53566,20.81311,20.12433,-0.02458,2.03392,1.72255
1.24E+18,19.64305,18.72643,18.52873,18.57606,18.40392,0.91662,0.1977,-0.04733
1.24E+18,23.82435,22.44203,20.91884,20.09623,19.74038,1.38232,1.52319,0.82261
1.24E+18,22.57401,21.28762,20.86933,20.69707,20.53069,1.28639,0.41829,0.17226
1.24E+18,24.53646,23.25867,22.64728,22.78143,22.44726,1.27779,0.61139,-0.13415
1.24E+18,20.36645,19.45693,19.22081,19.1204,18.99675,0.90952,0.23612,0.10041
1.24E+18,20.39758,19.54643,19.26374,19.21096,19.18912,0.85115,0.28269,0.05278
1.24E+18,23.08426,21.59803,21.01415,20.67093,20.37519,1.48623,0.58388,0.34322
1.24E+18,24.65601,23.39243,22.79601,22.49374,21.86944,1.26358,0.59642,0.30227
1.24E+18,21.25343,20.45993,20.13145,19.97131,19.84393,0.7935,0.32848,0.16014
1.24E+18,21.23583,19.23003,18.30076,17.8801,17.66505,2.0058,0.92927,0.42066
1.24E+18,20.24062,19.37672,19.16563,19.05665,19.0198,0.8639,0.21109,0.10898
1.24E+18,20.77424,19.83569,19.57619,19.49949,19.48794,0.93855,0.2595,0.0767
1.24E+18,22.79964,20.71448,19.62487,19.17129,18.81853,2.08516,1.08961,0.45358
1.24E+18,22.1538,21.20936,20.79897,20.71747,20.35553,0.94444,0.41039,0.0815
1.24E+18,22.89202,21.73042,21.25211,20.93729,21.56375,1.1616,0.47831,0.31482
1.24E+18,23.74068,22.02852,21.65769,21.4224,21.70521,1.71216,0.37083,0.23529
1.24E+18,24.71599,22.48111,21.75701,21.52717,21.0813,2.23488,0.7241,0.22984
1.24E+18,23.71671,22.35865,21.80768,21.60503,20.99842,1.35806,0.55097,0.20265
1.24E+18,20.79895,19.99241,19.76451,19.58124,19.57011,0.80654,0.2279,0.18327
1.24E+18,22.37497,21.09694,20.72601,20.52196,20.58299,1.27803,0.37093,0.20405
1.24E+18,21.21091,20.30442,19.99415,19.83651,19.84539,0.90649,0.31027,0.15764
1.24E+18,23.72958,21.96245,21.42417,21.32754,21.1838,1.76713,0.53828,0.09663
1.24E+18,24.05342,23.61206,22.79826,22.27098,22.23026,0.44136,0.8138,0.52728
1.24E+18,20.28886,19.41327,19.15738,19.0579,19.05083,0.87559,0.25589,0.09948
1.24E+18,24.28918,22.55616,21.86727,21.58639,23.01737,1.73302,0.68889,0.28088
1.24E+18,20.71215,19.8577,19.60899,19.46603,19.45474,0.85445,0.24871,0.14296
1.24E+18,20.72174,19.82705,19.59667,19.45262,19.46152,0.89469,0.23038,0.14405
1.24E+18,24.92841,24.09008,23.25356,21.75248,20.68458,0.83833,0.83652,1.50108
1.24E+18,20.53871,19.60574,19.35974,19.24063,19.26156,0.93297,0.246,0.11911
1.24E+18,23.6601,23.17804,21.28485,19.78913,19.1386,0.48206,1.89319,1.49572
1.24E+18,23.71635,23.40849,22.37354,22.01258,22.07096,0.30786,1.03495,0.36096
1.24E+18,22.27186,25.35806,24.70514,23.72171,22.67313,-3.0862,0.65292,0.98343
1.24E+18,24.76938,23.43797,24.25288,23.51681,22.58012,1.33141,-0.81491,0.73607
1.24E+18,20.90911,20.03403,19.71892,19.66522,19.65887,0.87508,0.31511,0.0537
1.24E+18,20.94497,19.97619,19.73838,19.563,19.61612,0.96878,0.23781,0.17538
1.24E+18,19.99154,19.06868,18.85447,18.78422,18.73597,0.92286,0.21421,0.07025
1.24E+18,20.96859,20.07816,19.80578,19.64019,19.7055,0.89043,0.27238,0.16559
1.24E+18,23.29231,23.17027,21.96109,20.85263,20.40452,0.12204,1.20918,1.10846
1.24E+18,23.78266,22.01167,21.30589,21.1216,21.15489,1.77099,0.70578,0.18429
1.24E+18,23.88129,22.97684,22.20928,22.05927,21.5356,0.90445,0.76756,0.15001
1.24E+18,19.7988,18.84604,18.65123,18.53211,18.58924,0.95276,0.19481,0.11912
1.24E+18,20.37804,19.52563,19.24506,19.16662,19.08295,0.85241,0.28057,0.07844
1.24E+18,20.99277,20.22573,19.87828,19.75645,19.82906,0.76704,0.34745,0.12183
1.24E+18,23.65867,22.10606,21.39838,21.29652,21.14948,1.55261,0.70768,0.10186
1.24E+18,23.73748,22.48086,21.69901,21.23087,21.82013,1.25662,0.78185,0.46814
1.24E+18,24.13958,22.1178,21.48015,21.31648,21.09651,2.02178,0.63765,0.16367
1.24E+18,24.37438,23.15638,22.37316,21.76693,22.30873,1.218,0.78322,0.60623
1.24E+18,24.9536,23.2299,22.59899,21.90528,21.29582,1.7237,0.63091,0.69371
1.24E+18,24.21081,23.8262,22.28578,22.44231,21.66572,0.38461,1.54042,-0.15653
1.24E+18,24.37113,23.79258,22.83686,22.16054,22.04302,0.57855,0.95572,0.67632
1.24E+18,20.48665,19.64091,19.36022,19.2747,19.2429,0.84574,0.28069,0.08552
1.24E+18,20.46952,17.79231,16.61891,16.16409,15.93518,2.67721,1.1734,0.45482
1.24E+18,24.18995,21.02169,19.68835,19.00568,18.66183,3.16826,1.33334,0.68267
1.24E+18,21.26456,20.35669,20.0102,19.8601,19.88409,0.90787,0.34649,0.1501
1.24E+18,22.81298,21.14025,20.37688,20.07106,20.05868,1.67273,0.76337,0.30582
1.24E+18,23.58528,22.51003,21.61069,21.1757,21.5756,1.07525,0.89934,0.43499
1.24E+18,23.79936,24.28844,22.81783,22.11746,21.96948,-0.48908,1.47061,0.70037
1.24E+18,24.75085,23.06205,22.4632,21.98087,22.04976,1.6888,0.59885,0.48233
1.24E+18,22.29332,19.62914,18.36466,17.86184,17.55127,2.66418,1.26448,0.50282
1.24E+18,22.7958,21.39957,20.84023,20.75887,20.41494,1.39623,0.55934,0.08136
1.24E+18,24.10441,21.93635,21.5328,21.20666,21.64896,2.16806,0.40355,0.32614
1.24E+18,25.38229,22.9225,22.28391,21.81111,22.61493,2.45979,0.63859,0.4728
1.24E+18,21.43484,20.43582,20.11656,19.98418,20.27224,0.99902,0.31926,0.13238
1.24E+18,20.72395,19.8695,19.62764,19.43972,19.48763,0.85445,0.24186,0.18792
1.24E+18,21.27955,20.32454,20.00924,19.95239,19.89048,0.95501,0.3153,0.05685
1.24E+18,21.41878,20.58703,20.19563,20.00618,19.89366,0.83175,0.3914,0.18945
1.24E+18,21.44036,20.53198,20.23282,20.06434,20.17278,0.90838,0.29916,0.16848
1.24E+18,23.35783,22.73081,22.5133,22.23877,22.21222,0.62702,0.21751,0.27453
1.24E+18,19.70325,18.35067,17.92676,17.74194,17.67846,1.35258,0.42391,0.18482
1.24E+18,25.04848,24.24208,22.49765,21.47657,20.68676,0.8064,1.74443,1.02108
1.24E+18,20.33233,19.42432,19.1803,19.05911,19.10249,0.90801,0.24402,0.12119
1.24E+18,23.39137,21.88867,21.49239,21.21407,21.01885,1.5027,0.39628,0.27832
1.24E+18,21.31071,18.97712,18.0225,17.66468,17.48563,2.33359,0.95462,0.35782
1.24E+18,20.45596,19.59317,19.3639,19.19991,19.09008,0.86279,0.22927,0.16399
1.24E+18,20.77724,19.88599,19.64275,19.47116,19.55584,0.89125,0.24324,0.17159
1.24E+18,19.30396,18.37895,18.11998,17.97045,17.98099,0.92501,0.25897,0.14953
1.24E+18,20.21412,19.33441,19.11489,18.98959,19.00064,0.87971,0.21952,0.1253
1.24E+18,22.09852,21.14821,20.75509,20.47614,20.59764,0.95031,0.39312,0.27895
1.24E+18,23.53253,21.49665,21.24778,21.17325,21.40974,2.03588,0.24887,0.07453
1.24E+18,23.37476,22.03911,21.70585,21.3461,21.90376,1.33565,0.33326,0.35975
1.24E+18,23.89717,22.85306,22.10155,21.9686,23.13338,1.04411,0.75151,0.13295
1.24E+18,20.73218,19.89247,19.612,19.51471,19.49421,0.83971,0.28047,0.09729
1.24E+18,21.52421,20.61741,20.27198,20.08978,20.03268,0.9068,0.34543,0.1822
1.24E+18,22.19314,21.32931,20.90455,20.60545,21.13207,0.86383,0.42476,0.2991
1.24E+18,24.01759,22.12025,21.64743,21.21598,21.72623,1.89734,0.47282,0.43145
1.24E+18,20.33497,19.46691,19.24187,19.06161,19.21446,0.86806,0.22504,0.18026
1.24E+18,22.29911,21.40527,20.91163,20.63148,20.5109,0.89384,0.49364,0.28015
1.24E+18,23.90948,22.02419,21.5246,21.006,21.02155,1.88529,0.49959,0.5186
1.24E+18,24.401,21.93108,21.39104,21.12357,21.04781,2.46992,0.54004,0.26747
1.24E+18,23.65192,22.86872,21.89039,21.57748,22.53867,0.7832,0.97833,0.31291
1.24E+18,23.98468,23.02435,22.06446,21.7005,22.343,0.96033,0.95989,0.36396
1.24E+18,23.98962,23.20948,22.33324,22.05694,21.84318,0.78014,0.87624,0.2763
1.24E+18,24.50798,23.43876,22.322,22.00537,22.2442,1.06922,1.11676,0.31663
1.24E+18,24.31993,23.50398,22.44263,22.11878,23.31868,0.81595,1.06135,0.32385
1.24E+18,23.85831,23.40933,22.47971,22.41601,21.37383,0.44898,0.92962,0.0637
1.24E+18,24.54442,23.8633,22.58815,22.4545,21.68312,0.68112,1.27515,0.13365
1.24E+18,20.96453,19.97134,19.69821,19.57674,19.61564,0.99319,0.27313,0.12147
1.24E+18,20.68876,19.84089,19.58696,19.47658,19.44498,0.84787,0.25393,0.11038
1.24E+18,21.10524,20.12991,19.82332,19.70911,19.80641,0.97533,0.30659,0.11421
1.24E+18,25.80484,22.33305,21.74543,21.50288,21.5472,3.47179,0.58762,0.24255
1.24E+18,24.44435,23.45257,22.15408,22.18048,21.84626,0.99178,1.29849,-0.0264
1.24E+18,24.46054,22.94769,22.56424,21.99303,22.28552,1.51285,0.38345,0.57121
1.24E+18,20.40528,19.61916,19.41463,19.33858,19.31771,0.78612,0.20453,0.07605
1.24E+18,24.44215,21.76946,20.19151,19.46555,19.15231,2.67269,1.57795,0.72596
1.24E+18,19.91696,19.0639,18.79699,18.67011,18.67409,0.85306,0.26691,0.12688
1.24E+18,20.30972,18.97539,18.46058,18.22079,18.1176,1.33433,0.51481,0.23979
1.24E+18,24.75776,23.73105,22.752,22.12645,21.73583,1.02671,0.97905,0.62555
1.24E+18,20.67545,19.88842,19.63212,19.49003,19.68074,0.78703,0.2563,0.14209
1.24E+18,24.05648,23.75113,22.19471,20.62177,19.88378,0.30535,1.55642,1.57294
1.24E+18,20.08167,19.20656,19.01738,18.87599,18.91245,0.87511,0.18918,0.14139
1.24E+18,22.29269,21.11644,20.74039,20.49782,20.64534,1.17625,0.37605,0.24257
1.24E+18,19.8098,18.91777,18.63399,18.52219,18.5552,0.89203,0.28378,0.1118
1.24E+18,20.15989,19.2269,19.01681,18.9169,18.94998,0.93299,0.21009,0.09991
1.24E+18,20.52941,19.71988,19.45609,19.3616,19.43309,0.80953,0.26379,0.09449
1.24E+18,20.823,19.87691,19.63608,19.51772,19.41439,0.94609,0.24083,0.11836
1.24E+18,21.22161,20.25505,19.94676,19.79604,19.83561,0.96656,0.30829,0.15072
1.24E+18,21.61399,20.58766,20.30058,20.10976,20.19612,1.02633,0.28708,0.19082
1.24E+18,22.93729,21.11196,20.20856,19.83293,19.57468,1.82533,0.9034,0.37563
1.24E+18,22.08623,20.98825,20.57735,20.41908,20.48128,1.09798,0.4109,0.15827
1.24E+18,24.91034,23.53076,22.39073,20.81759,20.26318,1.37958,1.14003,1.57314
1.24E+18,22.30431,21.54772,21.01257,20.88211,20.80943,0.75659,0.53515,0.13046
1.24E+18,22.71102,21.95177,21.35889,21.12481,21.50631,0.75925,0.59288,0.23408
1.24E+18,23.41658,22.15602,21.42604,21.08344,21.35406,1.26056,0.72998,0.3426
1.24E+18,25.05352,25.33839,22.96609,21.47026,21.11175,-0.28487,2.3723,1.49583
1.24E+18,23.95922,22.45914,21.76923,21.49645,20.64008,1.50008,0.68991,0.27278
1.24E+18,24.45108,22.69269,22.05496,21.78988,21.84421,1.75839,0.63773,0.26508
1.24E+18,23.65777,22.78895,22.10915,21.91477,21.80235,0.86882,0.6798,0.19438
1.24E+18,24.90035,22.8155,22.26739,21.90366,21.92042,2.08485,0.54811,0.36373
1.24E+18,24.9616,23.64615,22.70586,23.28168,23.11745,1.31545,0.94029,-0.57582
1.24E+18,24.49298,23.71855,22.76911,22.30157,22.53796,0.77443,0.94944,0.46754
1.24E+18,24.48491,24.54689,22.85131,23.30676,22.24348,-0.06198,1.69558,-0.45545
1.24E+18,23.81519,24.07945,22.83854,22.61166,22.90391,-0.26426,1.24091,0.22688
1.24E+18,20.47472,19.51527,19.29494,19.14913,19.09521,0.95945,0.22033,0.14581
1.24E+18,21.01055,20.1226,19.8566,19.7065,19.65791,0.88795,0.266,0.1501
1.24E+18,24.32723,23.12597,21.87256,20.36032,19.81042,1.20126,1.25341,1.51224
1.24E+18,19.44753,18.54158,18.33113,18.2168,18.19533,0.90595,0.21045,0.11433
1.24E+18,24.31076,24.18234,22.38366,20.71897,19.99284,0.12842,1.79868,1.66469
1.24E+18,24.618,23.52847,22.22325,20.84713,20.07254,1.08953,1.30522,1.37612
1.24E+18,23.20586,21.83625,21.23805,21.19312,21.95333,1.36961,0.5982,0.04493
1.24E+18,24.10463,22.09331,21.52818,21.07555,21.25991,2.01132,0.56513,0.45263
1.24E+18,24.28343,22.81733,21.88396,21.805,21.60837,1.4661,0.93337,0.07896
1.24E+18,23.86552,23.54396,22.29314,21.87694,21.87998,0.32156,1.25082,0.4162
